DATA START
Time	Rpm	SetRpm	Temp	Pump	State	THR	AUX	Batt	AirSpd	SetSpd	
336	25580	31350	556	0.56	3	0	0	23.03	0	0
337	27290	31350	546	0.58	3	0	0	23.06	0	0
338	30220	31350	541	0.60	3	0	0	23.09	0	0
339	34940	40000	542	0.59	4	0	0	23.11	0	0
340	42380	40000	547	0.50	4	0	0	23.14	0	0
341	44470	40000	555	0.50	4	0	0	23.15	0	0
342	29040	40000	517	0.57	4	0	0	23.17	0	0
343	22470	40000	449	0.62	4	0	0	23.18	0	0
344	18300	0	399	0.00	8	150	0	23.19	0	0
345	11960	0	358	0.00	8	150	0	23.21	0	0
346	9010	0	308	0.00	8	150	0	23.22	0	0
347	7190	0	266	0.00	8	150	0	23.24	0	0
348	5950	0	235	0.00	8	150	0	23.25	0	0
349	5030	0	215	0.00	8	150	0	23.26	0	0
350	4340	0	202	0.00	8	150	0	23.26	0	0
351	3840	0	194	0.00	8	150	0	23.26	0	0
352	3340	0	189	0.00	8	150	0	23.26	0	0
353	2970	0	186	0.00	8	150	0	23.26	0	0
354	2680	0	184	0.00	8	150	0	23.26	0	0
355	2840	3000	182	0.00	8	150	0	23.25	0	0
356	3050	3000	181	0.00	8	150	0	23.24	0	0
357	3200	3000	180	0.00	8	150	0	23.24	0	0
358	3250	3000	177	0.00	8	150	0	23.24	0	0
359	3260	3000	174	0.00	8	150	0	23.23	0	0
360	3250	3000	171	0.00	8	150	0	23.23	0	0
361	3230	3000	167	0.00	0	150	0	23.23	0	0
362	3200	3000	163	0.00	0	150	0	23.24	0	0
363	3180	3000	159	0.00	0	150	0	23.24	0	0
112	1250	0	19	0.00	0	150	0	23.23	0	0
113	2960	0	19	0.00	0	150	0	23.21	0	0
114	4170	0	19	0.00	0	150	0	23.19	0	0
115	3850	0	19	0.00	0	150	0	23.21	0	0
116	3290	0	19	0.00	0	150	0	23.21	0	0
117	2850	0	19	0.00	0	150	0	23.22	0	0
118	2490	0	19	0.00	0	150	0	23.21	0	0
119	2200	0	19	0.00	0	150	0	23.20	0	0
120	1980	0	20	0.00	0	150	0	23.20	0	0
121	1750	0	20	0.00	0	150	0	23.14	0	0
122	1570	0	20	0.00	0	150	0	23.15	0	0
123	1430	0	20	0.00	0	150	0	23.16	0	0
124	1270	0	20	0.00	0	150	0	23.17	0	0
125	1160	0	20	0.00	0	150	0	23.17	0	0
165	1930	3300	19	0.00	16	0	0	23.04	0	0
166	2740	3300	19	0.00	16	0	0	23.06	0	0
167	3210	3300	20	0.00	16	0	0	23.07	0	0
168	3440	3300	20	0.00	16	0	0	23.05	0	0
169	3560	3300	20	0.20	2	0	0	23.06	0	0
170	3610	3300	20	0.20	12	0	0	23.08	0	0
171	3670	3300	24	0.20	19	0	0	23.10	0	0
172	3650	3330	31	0.20	19	0	0	23.02	0	0
173	3620	3380	39	0.20	19	0	0	23.04	0	0
174	3560	3420	47	0.20	19	0	0	23.08	0	0
175	3510	3440	53	0.20	19	0	0	23.10	0	0
176	3470	3460	57	0.20	19	0	0	23.05	0	0
177	3460	3490	60	0.20	19	0	0	23.07	0	0
178	3450	3510	61	0.20	19	0	0	23.09	0	0
179	3440	3530	62	0.20	19	0	0	23.10	0	0
180	3470	3560	62	0.20	19	0	0	23.10	0	0
181	3490	3570	63	0.20	19	0	0	23.10	0	0
182	3510	3580	63	0.20	19	0	0	23.03	0	0
183	3530	3590	63	0.20	19	0	0	23.05	0	0
184	3540	3590	62	0.28	19	0	0	23.07	0	0
185	3720	4860	61	0.28	19	0	0	23.07	0	0
186	4010	5040	60	0.28	19	0	0	23.07	0	0
187	4280	5240	59	0.28	19	0	0	23.04	0	0
188	4520	31350	56	0.28	3	0	0	23.03	0	0
189	4660	31350	56	0.28	3	0	0	23.04	0	0
190	4730	31350	58	0.28	3	0	0	23.04	0	0
191	4800	31350	62	0.28	3	0	0	23.04	0	0
192	4850	31350	67	0.28	3	0	0	23.04	0	0
193	4870	31350	73	0.28	3	0	0	23.05	0	0
194	4900	31350	79	0.28	3	0	0	23.06	0	0
195	4930	31350	85	0.28	3	0	0	23.05	0	0
196	4980	31350	92	0.29	3	0	0	23.05	0	0
197	5020	31350	101	0.29	3	0	0	23.05	0	0
198	5060	31350	110	0.29	3	0	0	23.05	0	0
199	5130	31350	122	0.29	3	0	0	23.06	0	0
200	5220	31350	135	0.29	3	0	0	23.01	0	0
201	5300	31350	150	0.29	3	0	0	23.02	0	0
202	5910	31350	165	0.30	3	0	0	22.95	0	0
203	6840	31350	186	0.31	3	0	0	22.97	0	0
204	7940	31350	215	0.32	3	0	0	22.97	0	0
205	9370	31350	258	0.33	3	0	0	22.97	0	0
206	11150	31350	315	0.34	3	0	0	22.97	0	0
207	13010	31350	368	0.35	3	0	0	22.98	0	0
208	14070	31350	407	0.36	3	0	0	22.96	0	0
209	14390	31350	425	0.38	3	0	0	22.95	0	0
210	14640	31350	427	0.40	3	0	0	22.94	0	0
211	15000	31350	425	0.41	3	0	0	22.93	0	0
212	15680	31350	426	0.44	3	0	0	22.93	0	0
213	16460	31350	430	0.46	3	0	0	22.92	0	0
214	17290	31350	437	0.49	3	0	0	22.92	0	0
215	18160	31350	445	0.50	3	0	0	22.92	0	0
216	19190	31350	452	0.52	3	0	0	22.90	0	0
217	20030	31350	459	0.54	3	0	0	22.89	0	0
218	20870	31350	464	0.56	3	0	0	22.89	0	0
219	21770	31350	470	0.59	3	0	0	22.88	0	0
220	22650	31350	474	0.61	3	0	0	22.88	0	0
221	23360	31350	474	0.62	3	0	0	22.88	0	0
222	23880	31350	470	0.62	3	0	0	22.87	0	0
223	23960	31350	463	0.64	3	0	0	22.86	0	0
224	23030	31350	453	0.66	3	0	0	22.84	0	0
225	22920	31350	442	0.70	3	0	0	22.84	0	0
226	23300	31350	440	0.72	3	0	0	22.85	0	0
227	23840	31350	444	0.75	3	0	0	22.85	0	0
228	24120	31350	452	0.78	3	0	0	22.89	0	0
229	24220	31350	462	0.82	3	0	0	22.95	0	0
230	24740	31350	475	0.85	3	0	0	22.99	0	0
231	25710	31350	488	0.88	3	0	0	23.01	0	0
232	27410	31350	502	0.92	3	0	0	23.04	0	0
233	29870	31350	515	0.95	3	0	0	23.05	0	0
234	33110	40000	528	0.97	4	0	0	23.08	0	0
235	35260	40000	539	0.97	4	0	0	23.08	0	0
236	35320	40000	540	1.00	4	0	0	23.09	0	0
237	34810	40000	535	1.05	4	0	0	23.10	0	0
238	34620	40000	529	1.09	4	0	0	23.10	0	0
239	34810	40000	525	1.12	4	0	0	23.11	0	0
240	35960	40000	526	1.14	4	0	0	23.12	0	0
241	37610	40000	532	1.13	4	0	0	23.13	0	0
242	38700	40000	539	1.13	4	0	0	23.13	0	0
243	38910	37900	540	1.08	6	0	0	23.13	0	0
244	38110	34900	535	1.00	6	0	0	23.12	0	0
245	36290	33000	527	0.97	6	0	0	23.12	0	0
246	34260	33000	515	1.01	6	0	0	23.12	0	0
247	33240	33000	507	1.03	6	0	0	23.13	0	0
248	33110	33000	506	1.03	11	0	0	23.13	0	0
249	33770	33000	510	1.02	11	0	0	23.14	0	0
250	34110	33000	516	1.00	11	0	0	23.14	0	0
251	34070	33000	520	0.99	11	0	0	23.14	0	0
252	33790	33000	521	0.99	11	0	0	23.14	0	0
253	33430	33000	520	0.99	11	0	0	23.13	0	0
254	33210	33000	519	0.99	11	0	0	23.13	0	0
255	33110	33000	519	0.99	11	0	0	23.12	0	0
256	33250	33000	521	0.99	11	0	0	23.13	0	0
257	33170	33000	522	0.99	11	0	0	23.12	0	0
258	33010	33000	522	0.99	11	0	0	23.12	0	0
259	32990	33000	522	0.99	11	0	0	23.11	0	0
260	33080	33000	524	0.99	11	0	0	23.12	0	0
261	33160	33000	526	0.98	11	0	0	23.12	0	0
262	33100	33000	526	0.98	11	0	0	23.11	0	0
263	33060	33000	527	0.98	11	0	0	23.12	0	0
264	33000	33000	527	0.98	11	0	0	23.12	0	0
265	32930	33000	527	0.98	11	0	0	23.13	0	0
266	32800	33000	527	0.99	11	0	0	23.13	0	0
267	32940	33000	528	0.99	11	0	0	23.14	0	0
268	33090	33000	529	0.98	11	0	0	23.13	0	0
269	33090	33000	530	0.98	11	0	0	23.13	0	0
270	32990	33000	529	0.98	11	0	0	23.13	0	0
271	32920	33000	529	0.99	11	0	0	23.13	0	0
272	32840	33000	528	0.99	11	0	0	23.13	0	0
273	32930	33000	528	0.99	11	0	0	23.13	0	0
274	32920	33000	528	0.99	11	0	0	23.14	0	0
275	33070	33000	528	0.99	11	0	0	23.14	0	0
276	32920	33000	529	0.99	11	0	0	23.13	0	0
277	32830	33000	528	0.99	11	0	0	23.13	0	0
278	32810	33000	528	0.99	11	0	0	23.14	0	0
279	22540	0	513	0.00	8	150	0	23.14	0	0
280	14740	0	443	0.00	8	150	0	23.14	0	0
281	10390	0	363	0.00	8	150	0	23.14	0	0
282	8150	0	303	0.00	8	150	0	23.15	0	0
283	6800	0	263	0.00	8	150	0	23.14	0	0
284	5620	0	239	0.00	8	150	0	23.14	0	0
285	4840	0	225	0.00	8	150	0	23.14	0	0
286	4230	0	216	0.00	8	150	0	23.15	0	0
287	3730	0	212	0.00	8	150	0	23.15	0	0
288	3320	0	209	0.00	8	150	0	23.14	0	0
289	2990	0	207	0.00	8	150	0	23.13	0	0
290	2730	0	206	0.00	8	150	0	23.14	0	0
291	2910	3000	205	0.00	8	150	0	23.13	0	0
292	3200	3000	204	0.00	8	150	0	23.13	0	0
293	3350	3000	203	0.00	8	150	0	23.13	0	0
294	3450	3000	201	0.00	8	150	0	23.13	0	0
295	3460	3000	197	0.00	8	150	0	23.13	0	0
296	3440	3000	194	0.00	8	150	0	23.13	0	0
297	3390	3000	191	0.00	8	150	0	23.13	0	0
298	3330	3000	187	0.00	8	150	0	23.13	0	0
619	100380	104000	533	4.38	11	0	0	11.49	0	0
DATA END
1,HS,OK

