[ 1.02  0.   -0.28 -0.24  0.05 -0.02]
1.0200,0.0095,-0.2749,0.5164,74.9081
1.0205,0.0046,-0.2705,0.2517,75.1518
1.0220,-0.0032,-0.2754,-0.1718,74.9178
1.0208,-0.0076,-0.2766,-0.4100,74.8323
1.0002,-0.0024,-0.2761,-0.1348,74.5670
1.0232,-0.0015,-0.2778,-0.0792,74.8083
1.0190,0.0137,-0.2825,0.7407,74.4898
1.0164,0.0095,-0.2717,0.5185,75.0230
1.0210,0.0017,-0.2671,0.0928,75.3398
1.0181,0.0154,-0.2693,0.8368,75.1610
1.0222,0.0022,-0.2896,0.1185,74.1844
1.0222,0.0005,-0.2668,0.0265,75.3696
1.0032,-0.0149,-0.2920,-0.8166,73.7514
1.0210,-0.0032,-0.2812,-0.1717,74.5980
1.0193,0.0049,-0.2661,0.2656,75.3656
1.0190,0.0051,-0.2695,0.2787,75.1823
1.0232,0.0044,-0.2568,0.2387,75.9071
1.0200,0.0000,-0.2698,0.0000,75.1856
1.0251,0.0007,-0.2756,0.0395,74.9505
1.0183,0.0029,-0.2927,0.1584,73.9614
1.0225,0.0029,-0.2683,0.1588,75.2953
1.0203,-0.0027,-0.2781,-0.1455,74.7535
1.0007,-0.0015,-0.2798,-0.0808,74.3798
1.0161,0.0139,-0.2725,0.7579,74.9711
1.0266,0.0049,-0.2720,0.2634,75.1596
1.0200,0.0010,-0.2759,0.0530,74.8655
1.0171,0.0056,-0.2781,0.3051,74.7058
1.0203,-0.0002,-0.2761,-0.0132,74.8563
1.0193,0.0020,-0.2791,0.1059,74.6888
1.0049,0.0071,-0.2798,0.3889,74.4367
1.0186,0.0068,-0.2744,0.3713,74.9172
1.0308,0.0024,-0.2773,0.1310,74.9397
1.0051,0.0022,-0.2710,0.1209,74.9106
1.0200,0.0059,-0.2661,0.3185,75.3746
1.0178,0.0154,-0.2739,0.8360,74.9143
1.0190,0.0002,-0.2798,0.0132,74.6474
1.0203,-0.0132,-0.2749,-0.7148,74.9037
1.0190,0.0024,-0.2659,0.1328,75.3769
1.0220,0.0059,-0.2729,0.3174,75.0431
1.0056,0.0046,-0.2688,0.2553,75.0327
1.0227,-0.0151,-0.2607,-0.8217,75.6739
1.0188,0.0049,-0.2690,0.2655,75.2048
1.0295,0.0051,-0.2771,0.2755,74.9334
1.0210,0.0081,-0.2783,0.4362,74.7457
1.0305,0.0005,-0.2673,0.0263,75.4570
1.0200,-0.0154,-0.2759,-0.8339,74.8432
1.0247,0.0125,-0.2686,0.6735,75.2985
1.0178,0.0002,-0.2717,0.0133,75.0523
1.0205,0.0078,-0.2939,0.4215,73.9262
1.0173,0.0005,-0.2729,0.0266,74.9813
1.0298,0.0005,-0.2673,0.0263,75.4471
1.0215,0.0085,-0.2810,0.4621,74.6119
1.0286,0.0107,-0.2766,0.5778,74.9368
1.0166,0.0027,-0.2732,0.1462,74.9575
1.0215,0.0125,-0.2732,0.6747,75.0120
1.0195,0.0007,-0.2661,0.0398,75.3713
1.0176,0.0044,-0.2800,0.2386,74.6117
1.0190,0.0042,-0.2744,0.2253,74.9269
1.0183,0.0054,-0.2700,0.2921,75.1462
1.0168,-0.0015,-0.2703,-0.0798,75.1155
1.0164,0.0042,-0.2786,0.2256,74.6711
1.0222,-0.0107,-0.2739,-0.5816,74.9878
1.0193,0.0107,-0.2739,0.5831,74.9466
1.0205,0.0017,-0.2737,0.0927,74.9873
1.0303,0.0076,-0.2744,0.4067,75.0801
1.0193,0.0042,-0.2717,0.2254,75.0712
1.0181,0.0081,-0.2791,0.4373,74.6656
1.0173,0.0037,-0.2769,0.1990,74.7750
1.0203,0.0063,-0.2913,0.3428,74.0637
1.0193,0.0107,-0.2771,0.5827,74.7804
1.0210,0.0015,-0.2710,0.0795,75.1349
1.0203,0.0034,-0.2737,0.1854,74.9830
1.0212,0.0034,-0.2820,0.1848,74.5632
1.0002,-0.0112,-0.2759,-0.6201,74.5684
1.0015,0.0032,-0.2522,0.1761,75.8641
1.0190,-0.0115,-0.2722,-0.6233,75.0311
1.0269,0.0073,-0.2749,0.3948,75.0076
1.0173,-0.0098,-0.2749,-0.5309,74.8697
1.0247,-0.0017,-0.2793,-0.0922,74.7527
1.0237,-0.0146,-0.2681,-0.7931,75.3048
1.0190,0.0066,-0.2688,0.3584,75.2191
1.0154,0.0044,-0.2751,0.2393,74.8363
1.0168,0.0154,-0.2798,0.8355,74.5936
1.0232,0.0073,-0.2705,0.3965,75.1860
1.0303,-0.0093,-0.2805,-0.4978,74.7611
1.0171,0.0027,-0.2700,0.1462,75.1312
1.0178,-0.0144,-0.2698,-0.7837,75.1348
1.0186,-0.0154,-0.2778,-0.8346,74.7203
1.0229,0.0149,-0.2769,0.8051,74.8351
1.0205,0.0063,-0.2747,0.3441,74.9326
1.0232,-0.0027,-0.2803,-0.1450,74.6806
1.0242,0.0034,-0.2759,0.1846,74.9231
1.0220,0.0039,-0.2668,0.2119,75.3648
1.0217,0.0051,-0.2734,0.2777,75.0150
1.0256,0.0056,-0.2688,0.3034,75.3111
1.0225,0.0022,-0.2756,0.1189,74.9124
1.0212,0.0020,-0.2612,0.1062,75.6512
1.0161,0.0112,-0.2729,0.6116,74.9520
1.0244,-0.0090,-0.2659,-0.4890,75.4428
1.0205,0.0056,-0.2732,0.3045,75.0101
1.0127,0.0139,-0.2791,0.7590,74.5760
1.0190,0.0034,-0.2798,0.1853,74.6463
1.0178,0.0063,-0.2588,0.3463,75.7303
1.0227,-0.0088,-0.2737,-0.4756,75.0110
1.0186,0.0146,-0.2725,0.7960,75.0035
1.0286,0.0022,-0.2688,0.1184,75.3537
1.0161,0.0034,-0.2781,0.1859,74.6937
1.0242,0.0010,-0.2773,0.0527,74.8477
1.0200,0.0037,-0.2739,0.1987,74.9666
1.0166,0.0151,-0.2678,0.8249,75.2183
1.0234,0.0081,-0.2710,0.4360,75.1627
1.0186,0.0144,-0.2803,0.7812,74.5955
1.0217,0.0068,-0.2764,0.3700,74.8599
1.0225,0.0010,-0.2664,0.0530,75.3985
1.0166,0.0034,-0.2793,0.1858,74.6367
1.0000,0.0061,-0.2688,0.3377,74.9509
1.0203,0.0054,-0.2764,0.2911,74.8408
1.0181,0.0059,-0.2664,0.3190,75.3349
1.0234,0.0068,-0.2747,0.3696,74.9732
1.0293,0.0149,-0.2659,0.8026,75.4952
1.0251,0.0054,-0.2786,0.2897,74.7953
1.0181,0.0039,-0.2747,0.2123,74.9005
1.0237,0.0027,-0.2776,0.1451,74.8275
1.0188,-0.0151,-0.2717,-0.8225,75.0439
1.0281,-0.0125,-0.2783,-0.6698,74.8376
1.0066,0.0029,-0.2783,0.1607,74.5432
1.0225,0.0093,-0.2769,0.5018,74.8410
1.0054,0.0012,-0.2766,0.0671,74.6165
1.0222,0.0046,-0.2676,0.2515,75.3291
1.0186,0.0012,-0.2695,0.0664,75.1779
1.0190,0.0005,-0.2744,0.0265,74.9285
1.0144,0.0054,-0.2896,0.2917,74.0666
1.0193,-0.0149,-0.2771,-0.8078,74.7704
1.0205,0.0029,-0.2771,0.1587,74.8079
1.0176,0.0024,-0.2769,0.1326,74.7792
1.0227,0.0046,-0.2803,0.2506,74.6723
1.0171,0.0015,-0.2695,0.0798,75.1574
1.0222,0.0046,-0.2732,0.2512,75.0350
1.0037,0.0066,-0.2759,0.3628,74.6264
1.0195,0.0061,-0.2788,0.3309,74.7019
1.0200,0.0146,-0.2761,0.7942,74.8325
1.0195,-0.0017,-0.2705,-0.0928,75.1401
1.0254,-0.0020,-0.2761,-0.1054,74.9282
1.0310,0.0005,-0.2749,0.0262,75.0702
1.0188,0.0027,-0.2698,0.1460,75.1679
1.0237,0.0039,-0.2710,0.2114,75.1709
1.0293,-0.0129,-0.2734,-0.6961,75.1068
1.0212,0.0024,-0.2695,0.1324,75.2147
1.0186,0.0002,-0.2756,0.0133,74.8577
1.0215,0.0146,-0.2776,0.7928,74.7769
1.0244,0.0017,-0.2783,0.0922,74.8001
1.0210,-0.0085,-0.2756,-0.4629,74.8853
1.0237,0.0066,-0.2664,0.3571,75.4110
1.0227,0.0051,-0.2734,0.2775,75.0286
1.0308,0.0017,-0.2915,0.0914,74.2086
1.0210,0.0149,-0.2673,0.8084,75.3055
1.0283,0.0039,-0.2742,0.2103,75.0697
1.0203,0.0149,-0.2766,0.8071,74.8098
1.0132,0.0037,-0.2783,0.1997,74.6385
1.0190,0.0027,-0.2734,0.1458,74.9791
1.0222,0.0051,-0.2747,0.2775,74.9580
1.0156,0.0095,-0.2712,0.5189,75.0384
1.0212,0.0034,-0.2712,0.1853,75.1246
1.0173,0.0044,-0.2837,0.2384,74.4167
1.0166,0.0037,-0.2703,0.1995,75.1110
1.0046,0.0027,-0.2751,0.1477,74.6829
1.0198,0.0042,-0.2671,0.2256,75.3216
1.0210,0.0071,-0.2927,0.3819,73.9977
1.0161,0.0005,-0.2705,0.0266,75.0926
1.0208,0.0012,-0.2781,0.0661,74.7610
1.0159,0.0012,-0.2769,0.0664,74.7552
1.0127,0.0083,-0.2720,0.4536,74.9605
1.0171,-0.0103,-0.2781,-0.5572,74.6989
1.0229,0.0083,-0.2781,0.4486,74.7859
1.0237,0.0051,-0.2710,0.2774,75.1699
1.0188,0.0027,-0.2849,0.1455,74.3754
1.0222,0.0005,-0.2720,0.0264,75.1009
1.0247,0.0029,-0.2708,0.1584,75.1978
1.0215,0.0073,-0.2717,0.3970,75.0984
1.0181,0.0139,-0.2734,0.7563,74.9474
1.0183,0.0132,-0.2852,0.7143,74.3403
1.0259,0.0024,-0.2778,0.1316,74.8459
1.0193,0.0083,-0.2754,0.4504,74.8743
1.0227,-0.0134,-0.2781,-0.7259,74.7720
1.0232,0.0024,-0.2729,0.1321,75.0629
1.0237,-0.0110,-0.2754,-0.5938,74.9314
1.0229,0.0059,-0.2693,0.3174,75.2484
1.0183,0.0032,-0.2715,0.1725,75.0710
1.0190,0.0071,-0.2778,0.3841,74.7448
1.0220,0.0024,-0.2759,0.1321,74.8927
1.0256,0.0068,-0.2712,0.3692,75.1821
1.0232,0.0054,-0.2808,0.2900,74.6532
1.0264,0.0093,-0.2732,0.5005,75.0867
1.0237,0.0000,-0.2781,0.0000,74.8027
1.0188,0.0154,-0.2759,0.8349,74.8259
1.0164,0.0010,-0.2744,0.0531,74.8905
1.0222,-0.0151,-0.2673,-0.8208,75.3216
1.0227,0.0103,-0.2705,0.5553,75.1743
1.0229,-0.0142,-0.2705,-0.7667,75.1684
1.0244,0.0002,-0.2732,0.0132,75.0677
1.0007,0.0081,-0.2673,0.4456,75.0369
1.0266,-0.0149,-0.2771,-0.8024,74.8741
1.0254,0.0029,-0.2725,0.1582,75.1187
1.0244,0.0032,-0.2876,0.1709,74.3173
1.0217,0.0032,-0.2769,0.1718,74.8378
1.0215,-0.0027,-0.2729,-0.1455,75.0389
1.0293,0.0029,-0.2795,0.1574,74.8050
1.0217,0.0007,-0.2761,0.0396,74.8770
1.0212,0.0024,-0.2781,0.1322,74.7675
1.0205,0.0022,-0.2720,0.1192,75.0766
1.0142,0.0049,-0.2754,0.2662,74.8056
1.0247,0.0039,-0.2949,0.2099,73.9415
1.0054,-0.0093,-0.2795,-0.5094,74.4534
1.0168,0.0022,-0.2690,0.1197,75.1795
1.0225,-0.0151,-0.2578,-0.8224,75.8245
1.0222,0.0061,-0.2815,0.3298,74.6003
1.0186,0.0061,-0.2666,0.3321,75.3285
1.0215,0.0073,-0.2734,0.3968,75.0089
1.0217,0.0034,-0.2764,0.1850,74.8632
1.0208,0.0010,-0.2739,0.0529,74.9781
1.0190,-0.0142,-0.2727,-0.7690,74.9989
1.0298,0.0054,-0.2805,0.2883,74.7595
1.0198,-0.0076,-0.2715,-0.4109,75.0870
1.0247,0.0049,-0.2761,0.2636,74.9160
1.0161,-0.0146,-0.2810,-0.7961,74.5212
1.0186,-0.0149,-0.2739,-0.8089,74.9261
1.0017,0.0020,-0.2661,0.1080,75.1221
1.0164,0.0066,-0.2734,0.3588,74.9377
1.0242,0.0032,-0.2549,0.1723,76.0238
1.0164,0.0000,-0.2764,0.0000,74.7880
1.0188,0.0029,-0.2820,0.1588,74.5282
1.0247,0.0061,-0.2734,0.3297,75.0548
1.0242,-0.0112,-0.2920,-0.6042,74.0759
1.0310,0.0046,-0.2925,0.2480,74.1603
1.0168,-0.0107,-0.2517,-0.5875,76.0844
1.0200,0.0110,-0.2910,0.5934,74.0656
1.0188,0.0039,-0.2778,0.2119,74.7446
1.0234,0.0017,-0.2737,0.0924,75.0283
1.0217,0.0032,-0.2737,0.1719,75.0037
1.0188,0.0029,-0.2808,0.1588,74.5920
1.0151,0.0005,-0.2781,0.0266,74.6808
1.0220,-0.0134,-0.2681,-0.7281,75.2846
1.0002,0.0144,-0.2676,0.7970,75.0026
1.0078,0.0017,-0.2744,0.0937,74.7681
1.0164,-0.0154,-0.2686,-0.8382,75.1757
1.0227,0.0039,-0.2803,0.2111,74.6729
1.0151,-0.0137,-0.2739,-0.7450,74.8810
1.0239,0.0032,-0.2795,0.1713,74.7289
1.0220,0.0059,-0.2673,0.3178,75.3373
1.0190,0.0063,-0.2732,0.3447,74.9887
1.0225,-0.0007,-0.2661,-0.0397,75.4114
1.0210,0.0002,-0.2742,0.0132,74.9689
1.0183,0.0020,-0.2727,0.1062,75.0075
1.0203,-0.0098,-0.2715,-0.5300,75.0901
1.0295,0.0134,-0.2788,0.7213,74.8305
1.0225,-0.0134,-0.2812,-0.7255,74.6032
1.0203,0.0134,-0.2751,0.7280,74.8903
1.0308,0.0056,-0.2554,0.3030,76.0819
1.0227,0.0024,-0.2722,0.1322,75.0944
1.0178,0.0027,-0.2783,0.1458,74.7058
1.0015,0.0085,-0.2781,0.4710,74.4747
1.0178,0.0022,-0.2720,0.1195,75.0390
1.0222,0.0020,-0.2795,0.1056,74.7052
1.0227,0.0024,-0.2690,0.1323,75.2606
1.0178,0.0000,-0.2715,0.0000,75.0652
1.0239,0.0029,-0.2744,0.1583,74.9964
1.0293,0.0005,-0.2732,0.0263,75.1354
1.0242,0.0059,-0.2700,0.3170,75.2269
1.0149,0.0054,-0.2754,0.2926,74.8156
1.0215,0.0010,-0.2761,0.0529,74.8735
1.0261,0.0098,-0.2717,0.5271,75.1587
1.0225,-0.0134,-0.2695,-0.7276,75.2147
1.0244,0.0146,-0.2781,0.7906,74.7930
1.0220,0.0037,-0.2747,0.1983,74.9558
1.0225,0.0066,-0.2712,0.3570,75.1385
1.0188,0.0144,-0.2634,0.7842,75.4820
1.0168,0.0027,-0.2803,0.1459,74.5895
1.0168,0.0120,-0.2737,0.6509,74.9222
1.0283,0.0037,-0.2803,0.1969,74.7528
1.0210,0.0015,-0.2810,0.0793,74.6114
1.0027,0.0029,-0.2766,0.1614,74.5766
1.0195,0.0051,-0.2673,0.2787,75.3045
1.0061,0.0051,-0.2759,0.2816,74.6636
1.0222,-0.0125,-0.2773,-0.6735,74.8056
1.0215,0.0032,-0.2759,0.1719,74.8854
1.0242,0.0029,-0.2661,0.1586,75.4339
1.0227,-0.0127,-0.2769,-0.6865,74.8374
1.0261,0.0059,-0.2703,0.3164,75.2410
1.0298,0.0024,-0.2664,0.1315,75.4975
1.0266,0.0015,-0.2786,0.0789,74.8185
1.0188,0.0010,-0.2571,0.0533,75.8377
1.0190,0.0010,-0.2937,0.0528,73.9223
1.0205,0.0078,-0.2749,0.4235,74.9178
1.0222,-0.0122,-0.2720,-0.6612,75.0866
1.0220,0.0071,-0.2756,0.3832,74.9012
1.0012,0.0054,-0.2761,0.2963,74.5791
1.0164,0.0098,-0.2712,0.5319,75.0482
1.0239,0.0051,-0.2715,0.2773,75.1477
1.0181,0.0073,-0.2969,0.3957,73.7383
1.0166,0.0029,-0.2722,0.1595,75.0087
1.0173,0.0015,-0.2764,0.0796,74.8017
1.0208,0.0017,-0.2751,0.0926,74.9140
1.0210,0.0027,-0.2749,0.1455,74.9298
1.0232,0.0151,-0.2751,0.8185,74.9269
1.0186,0.0078,-0.2747,0.4243,74.9030
1.0210,0.0046,-0.2715,0.2516,75.1074
1.0247,0.0059,-0.2756,0.3164,74.9405
1.0164,0.0029,-0.2742,0.1595,74.9026
1.0186,0.0103,-0.2742,0.5570,74.9244
1.0212,0.0076,-0.2773,0.4098,74.8009
1.0225,0.0063,-0.2913,0.3421,74.0962
1.0215,0.0037,-0.2888,0.1977,74.2109
1.0266,0.0044,-0.2820,0.2365,74.6394
1.0054,0.0061,-0.2756,0.3355,74.6648
1.0146,0.0149,-0.2698,0.8127,75.0890
1.0171,0.0032,-0.2761,0.1725,74.8103
1.0249,-0.0051,-0.2786,-0.2766,74.7921
1.0210,0.0081,-0.2688,0.4372,75.2440
1.0295,0.0146,-0.2708,0.7884,75.2452
1.0171,0.0034,-0.2737,0.1859,74.9383
1.0171,0.0049,-0.2771,0.2654,74.7578
1.0232,0.0146,-0.2773,0.7917,74.8138
1.0293,-0.0098,-0.2681,-0.5260,75.3931
1.0183,0.0061,-0.2781,0.3313,74.7228
1.0203,0.0042,-0.2742,0.2251,74.9569
1.0208,-0.0110,-0.2703,-0.5961,75.1584
1.0273,0.0024,-0.2771,0.1315,74.9046
1.0142,0.0037,-0.2769,0.1996,74.7296
1.0308,0.0039,-0.2683,0.2101,75.4080
1.0217,0.0137,-0.2727,0.7407,75.0379
1.0186,0.0061,-0.2791,0.3311,74.6752
1.0232,0.0024,-0.2776,0.1319,74.8207
1.0139,0.0056,-0.2734,0.3064,74.9042
1.0271,-0.0154,-0.2751,-0.8287,74.9810
1.0186,0.0054,-0.2717,0.2919,75.0598
1.0010,-0.0125,-0.2761,-0.6870,74.5634
1.0215,0.0032,-0.2783,0.1718,74.7578
1.0308,0.0012,-0.2766,0.0655,74.9781
1.0244,0.0059,-0.2788,0.3162,74.7717
1.0295,0.0127,-0.2676,0.6838,75.4154
1.0232,0.0083,-0.2769,0.4487,74.8530
1.0244,-0.0137,-0.2776,-0.7380,74.8210
1.0159,0.0044,-0.2812,0.2389,74.5231
1.0225,-0.0144,-0.2766,-0.7791,74.8423
1.0012,0.0115,-0.2800,0.6324,74.3619
1.0234,0.0039,-0.2668,0.2116,75.3849
1.0239,0.0066,-0.2695,0.3567,75.2482
1.0027,-0.0134,-0.2812,-0.7387,74.3144
1.0078,0.0012,-0.2744,0.0670,74.7682
1.0156,0.0029,-0.2703,0.1597,75.0978
1.0176,0.0000,-0.2734,0.0000,74.9591
1.0215,0.0142,-0.2751,0.7669,74.9056
1.0212,0.0024,-0.2756,0.1322,74.8951
1.0183,0.0061,-0.2778,0.3313,74.7356
1.0181,-0.0051,-0.2681,-0.2790,75.2457
1.0173,0.0027,-0.2747,0.1460,74.8909
1.0232,0.0042,-0.2664,0.2249,75.4069
1.0215,0.0007,-0.2937,0.0395,73.9587
1.0171,0.0061,-0.2791,0.3316,74.6541
1.0254,0.0056,-0.2739,0.3031,75.0401
1.0049,0.0020,-0.2720,0.1075,74.8553
1.0188,0.0034,-0.2698,0.1858,75.1675
1.0215,0.0000,-0.2791,0.0000,74.7206
1.0020,0.0105,-0.2781,0.5784,74.4783
1.0178,0.0076,-0.2676,0.4120,75.2650
1.0166,-0.0107,-0.2717,-0.5849,75.0240
1.0210,0.0059,-0.2695,0.3179,75.2086
1.0222,0.0032,-0.2585,0.1725,75.8051
1.0200,0.0054,-0.2747,0.2913,74.9268
1.0164,0.0049,-0.2729,0.2658,74.9653
1.0220,0.0037,-0.2810,0.1980,74.6244
1.0171,0.0022,-0.2769,0.1194,74.7724
1.0164,0.0063,-0.2961,0.3435,73.7516
1.0266,0.0037,-0.2666,0.1978,75.4411
1.0200,0.0024,-0.2666,0.1327,75.3517
1.0212,0.0061,-0.2693,0.3311,75.2245
1.0217,-0.0127,-0.2754,-0.6874,74.9000
1.0186,0.0144,-0.2649,0.7841,75.4016
1.0293,0.0000,-0.2771,0.0000,74.9325
1.0303,0.0049,-0.2700,0.2627,75.3116
1.0256,0.0071,-0.2793,0.3816,74.7621
1.0186,0.0032,-0.2708,0.1725,75.1129
1.0215,0.0012,-0.2783,0.0661,74.7586
1.0242,0.0076,-0.2737,0.4090,75.0334
1.0298,0.0100,-0.2876,0.5364,74.3871
1.0166,-0.0105,-0.2754,-0.5711,74.8322
1.0208,0.0081,-0.2744,0.4367,74.9465
1.0256,0.0024,-0.2688,0.1319,75.3136
1.0212,0.0051,-0.2729,0.2779,75.0337
1.0310,0.0071,-0.2747,0.3802,75.0782
1.0205,0.0063,-0.2937,0.3425,73.9407
1.0200,0.0024,-0.2727,0.1325,75.0313
1.0159,-0.0127,-0.2715,-0.6917,75.0221
1.0195,0.0037,-0.2729,0.1988,75.0109
1.0037,0.0066,-0.2729,0.3631,74.7819
1.0171,0.0015,-0.2800,0.0796,74.6063
1.0217,-0.0115,-0.2788,-0.6207,74.7245
1.0205,0.0051,-0.2688,0.2784,75.2411
1.0183,0.0010,-0.2905,0.0528,74.0763
1.0269,0.0049,-0.2708,0.2634,75.2267
1.0181,0.0154,-0.2791,0.8348,74.6495
1.0254,0.0146,-0.2727,0.7910,75.0863
1.0227,0.0017,-0.2717,0.0925,75.1202
1.0310,0.0010,-0.2739,0.0525,75.1209
1.0227,-0.0020,-0.2722,-0.1057,75.0946
1.0251,0.0046,-0.2791,0.2502,74.7706
1.0188,0.0049,-0.2747,0.2651,74.9100
1.0254,-0.0146,-0.2773,-0.7901,74.8449
1.0244,0.0090,-0.2759,0.4878,74.9199
1.0200,-0.0090,-0.2732,-0.4901,74.9985
1.0159,-0.0029,-0.2729,-0.1596,74.9598
1.0232,0.0061,-0.2805,0.3296,74.6651
1.0227,0.0007,-0.2737,0.0396,75.0183
1.0222,0.0044,-0.2695,0.2382,75.2269
1.0198,0.0056,-0.2725,0.3048,75.0382
1.0188,0.0007,-0.2747,0.0398,74.9123
1.0229,0.0129,-0.2778,0.6994,74.7894
1.0205,0.0144,-0.2751,0.7808,74.8911
1.0310,0.0110,-0.2744,0.5900,75.0842
1.0195,0.0024,-0.2668,0.1327,75.3322
1.0215,0.0007,-0.2751,0.0397,74.9246
1.0149,0.0037,-0.2744,0.1996,74.8685
1.0210,0.0024,-0.2739,0.1323,74.9811
1.0188,-0.0137,-0.2710,-0.7430,75.0864
1.0205,-0.0137,-0.2512,-0.7453,76.1507
1.0244,0.0081,-0.2776,0.4349,74.8324
1.0225,0.0017,-0.2695,0.0926,75.2319
1.0254,0.0071,-0.2734,0.3823,75.0638
1.0156,0.0039,-0.2725,0.2128,74.9814
1.0254,-0.0037,-0.2812,-0.1973,74.6606
1.0234,0.0046,-0.2776,0.2506,74.8227
1.0251,0.0034,-0.2700,0.1847,75.2425
1.0190,-0.0137,-0.2729,-0.7425,74.9874
1.0022,0.0081,-0.2705,0.4447,74.8886
1.0232,-0.0127,-0.2776,-0.6861,74.8061
1.0161,0.0051,-0.2737,0.2791,74.9231
1.0181,0.0044,-0.2693,0.2391,75.1822
1.0227,0.0012,-0.2712,0.0661,75.1459
1.0176,0.0059,-0.2712,0.3188,75.0712
1.0171,0.0037,-0.2737,0.1992,74.9381
1.0215,0.0085,-0.2754,0.4628,74.9049
1.0164,0.0090,-0.2776,0.4912,74.7162
1.0200,0.0107,-0.2754,0.5825,74.8802
1.0139,0.0076,-0.2712,0.4131,75.0175
1.0232,-0.0146,-0.2805,-0.7910,74.6487
1.0198,0.0002,-0.2769,0.0132,74.8111
1.0190,0.0066,-0.2732,0.3580,74.9884
1.0200,0.0110,-0.2708,0.5964,75.1226
1.0198,-0.0115,-0.2769,-0.6222,74.7986
1.0242,0.0007,-0.2754,0.0396,74.9496
1.0234,0.0051,-0.2573,0.2784,75.8839
1.0190,-0.0129,-0.2722,-0.7028,75.0277
1.0198,0.0022,-0.2825,0.1190,74.5172
1.0183,-0.0129,-0.2798,-0.7020,74.6212
1.0208,0.0088,-0.2717,0.4767,75.0859
1.0239,0.0144,-0.2949,0.7745,73.9138
1.0308,0.0078,-0.2776,0.4193,74.9219
1.0190,0.0046,-0.2539,0.2531,76.0067
1.0178,0.0044,-0.2720,0.2390,75.0376
1.0239,0.0046,-0.2810,0.2503,74.6516
1.0015,0.0142,-0.2668,0.7828,75.0598
1.0244,-0.0078,-0.2808,-0.4214,74.6676
1.0244,-0.0120,-0.2727,-0.6465,75.0795
1.0020,0.0149,-0.2979,0.8163,73.4248
1.0664,0.0222,-0.2690,1.1572,75.7941
